step,reward,ppo_loss,mse_loss,total_loss,test_mos
10,-0.010171335190534592,0.011288340319879353,0.017649082699790597,0.011288340319879353,4.113935502264106
20,-0.006804116070270538,0.007132902188459411,0.017342556384392083,0.007132902188459411,4.114013625290787
30,-0.012477327138185501,0.013043151469901204,0.01397633773740381,0.013043151469901204,4.114055186944101
40,-0.008404439315199852,0.009207917639287189,0.01672671386040747,0.009207917639287189,4.1141095048594245
50,-0.0029196925461292267,0.004579385815304704,0.01624058117158711,0.004579385815304704,4.114167560651464
60,-0.004802761599421501,0.006090412847697735,0.01686048583360389,0.006090412847697735,4.114255698271168
70,-0.009204534813761711,0.013720288137847092,0.016294548695441335,0.013720288137847092,4.114373588735617
80,-0.015231812372803688,0.018411494849715382,0.017734623921569437,0.018411494849715382,4.114435391808019
90,-0.004462527111172676,0.007056991496938281,0.016432114120107144,0.007056991496938281,4.114438148956855
100,-0.008519232273101807,0.011913438647752628,0.016902112460229546,0.011913438647752628,4.114492336523186
110,-0.0016216561198234558,0.005567597021581605,0.013137880014255643,0.005567597021581605,4.114616166908764
120,-0.006186379119753838,0.010918764601228759,0.015500644280109555,0.010918764601228759,4.114685563786516
130,-0.008962636813521385,0.014306964512798004,0.015597397228702903,0.014306964512798004,4.114776495301608
140,-0.010340219363570213,0.01744626768049784,0.01686837978195399,0.01744626768049784,4.114847442478809
150,-0.0041940417140722275,0.012920559238409624,0.015826269111130387,0.012920559238409624,4.114938926638909
160,-0.017526492476463318,0.028333591486443765,0.015775524312630296,0.028333591486443765,4.11503166857275
170,-0.006969984620809555,0.019782629038672894,0.016645753057673573,0.019782629038672894,4.115150079565141
180,-0.00010424479842185974,0.01364241263945587,0.015779392677359283,0.01364241263945587,4.115256665979774
190,-0.008094221353530884,0.025628360017435625,0.015644491941202432,0.025628360017435625,4.115381534672478
200,-0.014021307229995728,0.03257383708842099,0.014957763662096113,0.03257383708842099,4.115453212006578
210,-0.0032456275075674057,0.032809973461553454,0.017927818815223873,0.032809973461553454,4.115598832229966
220,-0.003717798739671707,0.03103030991042033,0.01821857044706121,0.03103030991042033,4.115702447092649
230,-0.01310780830681324,0.04383226216305047,0.016151000920217484,0.04383226216305047,4.1158593803354835
240,-6.17392361164093e-05,0.028412575891707093,0.016971278295386583,0.028412575891707093,4.115975033600353
250,-0.0034970995038747787,0.04782343457918614,0.015903835301287472,0.04782343457918614,4.116148161656648
260,-0.006086520850658417,0.053950435714796185,0.015681786637287587,0.053950435714796185,4.116301148117167
270,-0.010158207267522812,0.08337838877923787,0.01747267320752144,0.08337838877923787,4.116481677421088
280,-0.009438853710889816,0.08772599673829973,0.017191033868584782,0.08772599673829973,4.1166101659385905
290,0.000462094321846962,0.058853186666965485,0.016876278910785913,0.058853186666965485,4.11671934992943
300,-0.0020250454545021057,0.0844401705544442,0.01676286885049194,0.0844401705544442,4.116863467016266
310,-0.0022883936762809753,0.09546419093385339,0.01705634343670681,0.09546419093385339,4.1170865645975745
320,-0.019454050809144974,0.13554747868329287,0.014873080479446799,0.13554747868329287,4.117225080149845
330,-0.012500427663326263,0.11277521727606654,0.016144335735589266,0.11277521727606654,4.117429301287364
340,-0.011445576325058937,0.12775713298469782,0.01585552835604176,0.12775713298469782,4.117527770185934
350,-0.0016040951013565063,0.1321997051127255,0.016375193430576473,0.1321997051127255,4.117707774187755
360,-0.004747103899717331,0.17096838168799877,0.015249811054673046,0.17096838168799877,4.117950076761755
370,-0.002996601164340973,0.24984961561858654,0.017317046062089503,0.24984961561858654,4.11812315259165
380,-0.002119962126016617,0.21962946373969316,0.016353392973542213,0.21962946373969316,4.11834810818862
390,-0.009416721761226654,0.20393529953435063,0.01820584014058113,0.20393529953435063,4.118557395431602
400,-0.00668073445558548,0.258956060744822,0.015316245262511075,0.258956060744822,4.1186870345212885
410,-0.004797548055648804,0.275797039270401,0.016643440758343786,0.275797039270401,4.118798386124731
420,-0.006809426471590996,0.3447837829589844,0.017139026313088834,0.3447837829589844,4.118933021588233
430,-0.001637304201722145,0.24287722911685705,0.016629270394332707,0.24287722911685705,4.119093216883326
440,-0.012843726202845573,0.2085917592048645,0.01705769245745614,0.2085917592048645,4.1193194280839665
450,-0.01135154440999031,0.3552365154027939,0.01691741478862241,0.3552365154027939,4.119429208121254
460,-0.01465541124343872,0.3153336588293314,0.014679264568258077,0.3153336588293314,4.119624853134155
470,-0.006998006254434586,0.38515189569443464,0.016324979020282626,0.38515189569443464,4.119804168210446
480,-0.01632283255457878,0.4148879759013653,0.01777771842898801,0.4148879759013653,4.120053980825017
490,-0.007590284571051598,0.40747322980314493,0.014772360736969858,0.40747322980314493,4.120212633632919
500,-0.008762802928686142,0.4118963051587343,0.019343395077157766,0.4118963051587343,4.120364230234646
510,-0.017918363213539124,0.42489692382514477,0.01855898497160524,0.42489692382514477,4.1205439454722175
520,-0.0074730440974235535,0.5699489144608378,0.016359182889573276,0.5699489144608378,4.120679542277623
530,-0.011414207518100739,0.481949545443058,0.015526218339800835,0.481949545443058,4.120769743346473
540,0.003183182328939438,0.658370791003108,0.013975239591673017,0.658370791003108,4.120903119878862
550,0.0011045970022678375,0.6276292763650417,0.016290803207084537,0.6276292763650417,4.121123986626134
560,-0.00651950016617775,0.5112134926021099,0.01686918508494273,0.5112134926021099,4.121346214297906
570,-0.003143731504678726,0.784160740673542,0.015392740548122674,0.784160740673542,4.1214443763482915
580,-0.008359692990779877,0.7130751274526119,0.017838560976088047,0.7130751274526119,4.121547067917667
590,0.0007540490478277206,0.6152628157287836,0.01696649967925623,0.6152628157287836,4.121714534400736
600,-0.008419908583164215,0.70205551199615,0.014963208581320941,0.70205551199615,4.12187181254035
610,-0.023262061178684235,0.7494646850973368,0.016147808637470007,0.7494646850973368,4.122056275172141
620,-0.006901394575834274,0.8117440082132816,0.015163304226007313,0.8117440082132816,4.122237523637929
630,-0.006177462637424469,0.8312264867126942,0.01584793528309092,0.8312264867126942,4.12245061501716
640,-0.004656223580241203,0.704426284879446,0.016443245578557253,0.704426284879446,4.122628509130292
650,0.00830407440662384,0.7206517085433006,0.016422189597506076,0.7206517085433006,4.122813198896288
660,0.0035008862614631653,0.7164434418082237,0.01764349959557876,0.7164434418082237,4.12293986715738
670,-0.011033240705728531,0.8402114287018776,0.01614349370356649,0.8402114287018776,4.123173917670852
680,0.005303513258695602,0.8178888224065304,0.015668059582822025,0.8178888224065304,4.123331548519505
690,-0.011134829372167587,0.9286521226167679,0.015254458179697394,0.9286521226167679,4.123552614045375
700,-0.003876255825161934,0.9197888970375061,0.014081487141083926,0.9197888970375061,4.1238237688842325
710,-0.013976480811834335,1.0853583179414272,0.017012334836181253,1.0853583179414272,4.123976553528054
720,-0.006514085456728935,0.9264092035591602,0.01653956773225218,0.9264092035591602,4.124126660158333
730,-0.0026909280568361282,0.9043152760714293,0.0163863439229317,0.9043152760714293,4.124255984732248
740,-0.0008604973554611206,0.9329668469727039,0.015915353607852012,0.9329668469727039,4.124382061865723
750,0.0008988138288259506,1.2340118139982224,0.016809746448416263,1.2340118139982224,4.1245719920663
760,-0.00995735451579094,1.2226619273424149,0.014534078014548868,1.2226619273424149,4.124722701253243
770,-0.003097979351878166,1.4947108551859856,0.016832116118166596,1.4947108551859856,4.1249595727156665
780,0.01256890594959259,1.4432720616459846,0.017692136694677174,1.4432720616459846,4.125137281938664
790,-0.005122005939483643,1.0131062269210815,0.01961420476436615,1.0131062269210815,4.125341816145239
800,0.0008179936558008194,1.1308459639549255,0.016097117448225617,1.1308459639549255,4.125475107755475
810,-0.011699657887220383,1.188956342637539,0.015448693418875337,1.188956342637539,4.125614610111829
820,-0.009711910039186478,1.3408299125730991,0.019206498051062226,1.3408299125730991,4.125745337854311
