step,reward,ppo_loss,mse_loss,total_loss,test_mos
10,-0.0012424550950527191,0.8339221919886768,0.12544674635864794,0.9593689362518489,3.279068723899647
10,-0.0022358763962984085,0.3195660952478647,0.10982016922207549,0.42938626161776483,3.2776793597392664
20,0.007890976965427399,0.8583089662715793,0.10749588266480714,0.9658048469573259,3.280038287338701
30,0.007081370800733566,0.87982989102602,0.11329705233220011,0.9931269399821758,3.2824416092587905
40,0.012456625699996948,1.276779911480844,0.11447735805995762,1.3912572702392936,3.284789998843832
50,0.012715812772512436,1.864964684471488,0.10379616124555469,1.9687608387321234,3.2876093584356956
60,0.014190487563610077,2.572328144684434,0.1178561084670946,2.6901842448860407,3.2901119306249527
70,0.014518432319164276,3.17437332496047,0.11672710865968838,3.291100449860096,3.2929031640580555
80,0.01323048584163189,3.6905782856047153,0.11670551373390481,3.8072838112711906,3.295383824740799
90,0.026369087398052216,4.487634111195803,0.10670854960335419,4.594342648983002,3.297101702504945
100,0.02847910299897194,5.443555515259504,0.1056751751457341,5.549230668693781,3.2993307955635403
110,0.032782841473817825,7.021202404052019,0.11356261477340013,7.134765017777681,3.3017635812747828
120,0.023072823882102966,8.177651815116405,0.11463244596961886,8.29228426516056,3.303188732671506
130,0.023344943299889565,9.472170822322369,0.125419590563979,9.597590386867523,3.304347381429765
140,0.025716159492731094,9.229628883302212,0.1034468102734536,9.333075754344463,3.306616123295525
150,0.03377722203731537,11.675568163394928,0.1180543276714161,11.793622434139252,3.3077110373279424
160,0.0337164793163538,13.14968840032816,0.11439103574957699,13.26407939195633,3.309482006627379
170,0.03958188742399216,14.011997297406197,0.11549165332689881,14.12748897075653,3.3114010463061843
180,0.041642092168331146,14.947284959256649,0.11482993181562051,15.06211494654417,3.312806000987303
190,0.039483800530433655,15.5177011936903,0.1071589671773836,15.62486021220684,3.314493594817745
200,0.047443993389606476,17.711740225553513,0.12152324145426974,17.83326344192028,3.3157272048077537
210,0.041909174993634224,17.793153330683708,0.10914732393575832,17.90230070054531,3.3172634543435087
220,0.054498203098773956,18.600513771176338,0.10984226485015824,18.710355922579765,3.3182640129212038
230,0.04440954700112343,20.36983424425125,0.11291918414644897,20.482753351330757,3.3195342368003233
240,0.058453258126974106,21.930847957730293,0.10787637939210981,22.038724273443222,3.3210400386342727
250,0.05231918953359127,24.21689261496067,0.11113955185282975,24.328032091259956,3.322391245839665
260,0.05998990684747696,25.96132332086563,0.10631824925076216,26.067641705274582,3.323586535540599
270,0.04651965945959091,28.727843463420868,0.11812202486908063,28.845965564250946,3.32479879144326
280,0.07006492838263512,30.689995482563972,0.11930148012470454,30.80929686129093,3.326580148443435
290,0.055134233087301254,31.617477759718895,0.11397292441688478,31.731450736522675,3.327526859288077
300,0.04964160732924938,33.353448301553726,0.11765442014439031,33.47110268473625,3.3281284716812154
310,0.05145693197846413,34.39145374298096,0.12559120333753526,34.51704469323158,3.328866377906892
320,0.04226911813020706,33.66172620654106,0.10860641847830266,33.77033245563507,3.3302122115799526
330,0.06597114726901054,35.874254792928696,0.11677620321279392,35.991031020879745,3.331644220838269
340,0.06980045139789581,38.77036735415459,0.11826922581531107,38.88863655924797,3.3330090234001863
350,0.07585651986300945,35.179954677820206,0.10767900804057717,35.28763371706009,3.3343625447703795
360,0.0468929298222065,39.688565254211426,0.11438530299346894,39.80295041203499,3.3353050806858007
370,0.06796999275684357,40.87978404760361,0.115185780916363,40.99496975541115,3.335521391873221
380,0.04119199886918068,42.046387642621994,0.11225537315476686,42.15864288806915,3.3364174028912794
390,0.06933858245611191,41.55664822459221,0.10281225779908709,41.65946042537689,3.3376124946816454
400,0.07436951994895935,47.138749957084656,0.11750479234615341,47.25625491142273,3.338117142614809
410,0.05964524671435356,44.412947714328766,0.1043326198705472,44.5172803401947,3.339466873158529
420,0.06010086089372635,51.04595425724983,0.12093362040468492,51.166887789964676,3.3409315201553325
430,0.055200422182679176,50.710714876651764,0.11311663064407185,50.82383155822754,3.3413845238465707
